"","Função","Programa","Grupo.de.Despesa","Modalidade.de.Aplicação","Resultado.Primário","Projeto.de.Lei","Dotação.Inicial","Dotação.Atual","Empenhado","Liquidado","Pago"
"804","19","2106","3","90","1",0,0,7.2,4.204,4.204,4.204
"805","19","2106","3","90","1",0,24,0,0,0,0
"806","19","2106","3","90","1",0,0,30,29.024,29.024,29.024
"807","19","2106","3","90","1",0,240,0,0,0,0
"808","19","2106","3","90","1",0,0,260,246.97,246.97,246.97
"809","19","2056","4","90","2",1.5e+07,1.5e+07,1.5e+07,14548967,1417154,1031500
"810","19","2056","3","90","2",1823000,1739872,1660630,1603819,1383498,1383498
"811","19","2056","3","91","2",75,75,154.242,104.242,65.105,65.105
"812","19","2056","4","90","2",1910000,1910000,1910000,1719000,968.175,60.105
"813","19","2056","3","90","2",15900130,15175084,15396693,14359289,6886973,5570652
"814","19","2056","4","90","2",2869730,2869730,2869730,3117541,132.259,39.509
"815","19","2056","3","90","2",1115000,1064156,846.565,549.066,456.232,456.232
"816","19","2056","3","91","2",15,15,10.982,637,637,637
"817","19","2056","4","90","2",870,870,870,689.823,205.559,205.559
"818","19","2056","3","90","2",900,858.96,858.96,858.96,830.707,830.707
"819","19","2056","4","90","2",900,900,900,900,0,0
"820","19","2056","3","90","2",4084000,3897769,3897769,3897737,3829671,3819596
"821","19","2056","4","90","2",2699000,2699000,2699000,2206868,237.427,0
"822","19","2056","3","90","2",4395000,4395000,2874608,989.311,595.84,595.788
"823","19","2056","3","90","2",1094957,1094957,1035484,545.28,126.48,126.347
"824","19","2056","4","90","2",4463121,4463121,816.349,535.104,63.367,63.367
"825","19","2056","3","50","2",0,0,3241487,3241488,0,0
"826","19","2056","3","90","2",4500000,4500000,2838378,2806810,81.771,81.771
"827","19","2056","4","50","2",0,0,29146772,29146772,0,0
"828","19","2056","4","90","2",25500000,25500000,0,0,0,0
"829","19","2056","3","90","2",1025000,978.259,978.259,978.005,965.863,874.09
"830","19","2056","4","90","2",1520000,1520000,1520000,1057699,3.157,3.157
"831","19","2056","3","90","2",400,381.759,381.759,381.725,359.751,359.751
"832","19","2056","4","90","2",100,100,100,99.691,31.534,31.534
"833","19","2056","3","90","2",4383000,4183141,0,0,0,0
"834","19","2056","4","90","2",1461000,1461000,0,0,0,0
"835","19","2056","3","50","2",0,0,56,0,0,0
"836","19","2056","3","90","2",3320000,3168607,1121551,0,0,0
"837","19","2056","4","90","2",680,680,0,0,0,0
"838","19","2056","3","90","2",2843000,2713359,2710221,2387562,2134075,2133375
"839","19","2056","3","91","2",0,0,3.138,3.138,3.138,3.138
"840","19","2056","4","90","2",2618000,2618000,2618000,1977195,655.191,655.191
"841","19","2056","3","50","2",0,0,1653423,1653423,0,0
"842","19","2056","3","90","2",1909600,1822522,822.999,249.516,107.432,107.432
"843","19","2056","4","50","2",0,0,16055955,16055955,4500000,4500000
"844","19","2056","4","90","2",18090400,18090400,1380545,26.948,3.88,3.88
"845","19","2056","3","90","2",1922000,1834356,7410597,7410597,0,0
"846","19","2056","4","90","2",0,0,2794900,2464254,0,0
"847","19","2056","3","90","2",2810000,2681863,2681863,2678703,2300280,2107575
"848","19","2056","4","90","2",3190000,3190000,3190000,2118089,334.011,334.011
"849","19","2056","3","90","2",2500000,2385999,2385999,1848002,1662406,1656215
"850","19","2056","4","90","2",2500000,2500000,2500000,2150000,176.482,176.482
"851","19","2056","3","90","2",800,763.52,763.52,0,0,0
"852","19","2056","4","90","2",4e+06,4e+06,454.439,0,0,0
"853","19","2056","3","90","2",8730000,8331912,531.912,0,0,0
"854","19","2056","4","90","2",12491000,12491000,271,0,0,0
"855","19","2056","3","90","2",2e+06,1908800,0,0,0,0
"856","19","2056","4","90","2",2461000,2461000,2408940,0,0,0
"857","19","2056","3","50","2",0,0,631.554,631.555,1,1
"858","19","2056","3","90","2",15550000,14840920,21918166,21918164,14376977,13646451
"859","19","2056","4","50","2",0,0,22100644,22100644,0,0
"860","19","2056","4","90","2",2e+07,2e+07,1496977,1407242,355.558,355.558
"861","19","2056","3","90","2",3750000,3579000,3579000,3578407,3198275,2638074
"862","19","2056","4","90","2",1.5e+07,1.5e+07,1.5e+07,7738000,1694000,0
"863","19","2056","3","90","2",5e+06,4772000,784.146,0,0,0
"864","19","2056","4","90","2",5e+06,5e+06,0,0,0,0
"865","19","2056","3","90","2",1e+06,954.4,954.4,0,0,0
"866","19","2056","3","90","2",3890000,3890000,3890000,3890000,0,0
"867","19","2056","4","90","2",37010000,37010000,13830000,12603000,0,0
"868","19","2106","3","90","1",21.204,21.204,21.204,0,0,0
"873","19","2106","3","90","2",270,270,270,120,0,0
"874","19","2106","3","50","2",0,0,200,200,200,200
"875","19","2106","3","80","2",0,0,7.546,7.546,7.546,7.546
"876","19","2106","3","90","2",13001288,13001288,12741241,12009693,8094315,7825370
"877","19","2106","3","90","2",32.512,32.512,32.512,0,0,0
"878","19","2106","3","91","2",0,0,52.501,47.5,45.95,45.95
"879","19","2106","4","50","2",0,0,2599905,2599905,0,0
"880","19","2106","4","90","2",4812313,4812313,2212408,1860559,1085273,1085273
"881","19","2106","3","90","1",96,96,96,95.618,77.302,77.302
"882","19","2106","3","90","1",26.52,26.52,26.52,15.139,6.376,6.376
"883","19","2106","3","90","1",6,6,6,3.783,3.783,3.783
"884","19","2106","3","90","1",33.6,33.6,33.6,28.128,28.128,28.128
"885","19","2106","3","90","1",264,264,264,240.263,240.263,240.263
"886","19","2056","4","90","2",1.3e+07,12506490,7506490,7506490,898.862,898.862
"887","19","2056","3","90","2",3519947,3188362,1377603,1040225,513.59,504.109
"888","19","2056","4","90","2",0,0,1033550,962.276,0,0
"889","19","2056","3","90","2",1e+06,905.797,350.933,204.795,44.193,44.193
"890","19","2056","4","90","2",1134169,1091115,2403604,2383096,1008924,1008386
"891","19","2056","3","90","2",0,0,480,480,44.9,44.9
"892","19","2056","4","50","2",0,0,3820739,3820739,0,0
"893","19","2056","4","90","2",1.5e+07,14430565,784.75,0,0,0
"894","19","2056","3","90","2",14023144,12702135,14663226,14553193,6718890,6704703
"895","19","2056","4","90","2",2869730,2760788,7058975,6721787,864.601,676.332
"896","19","2056","3","90","2",895,810.689,735.221,723.367,241.335,241.335
"897","19","2056","4","90","2",1105000,1063051,548.651,511.077,81.306,81.306
"898","19","2056","3","90","2",468,423.913,423.913,381.91,379.328,379.328
"899","19","2056","4","90","2",75,72.152,72.152,59.554,0,0
"900","19","2056","3","90","2",135,122.282,122.282,73.397,50.249,50.249
"901","19","2056","3","90","2",1704200,1543665,1543665,0,0,0
"902","19","2056","4","90","2",2963000,2850523,2850523,0,0,0
"903","19","2056","3","90","2",2630000,2382248,2382248,0,0,0
"904","19","2056","4","90","2",100,96.203,96.203,0,0,0
"905","19","2056","3","90","2",905.4,820.109,820.109,764.479,496.154,496.154
"906","19","2056","4","90","2",258,248.205,248.205,206.225,4.488,4.488
"907","19","2056","3","50","2",0,0,780,0,0,0
"908","19","2056","3","90","2",3110000,2817031,2037031,1337290,425.303,424.821
"909","19","2056","4","50","2",0,0,7206089,6122966,6122966,6122966
"910","19","2056","4","90","2",10890000,10476590,3270501,3145414,51.168,51.168
"911","19","2056","3","90","2",1500000,1358696,1358696,58.5,50.432,50.432
"912","19","2056","4","90","2",900,865.833,865.833,411.215,119.665,119.665
"913","19","2056","3","90","2",578,523.551,523.551,522.575,480.824,480.824
"914","19","2056","4","90","2",322,309.776,309.776,268.528,0,0
"915","19","2056","3","90","2",711,644.022,644.022,625.057,562.346,562.346
"916","19","2056","4","90","2",267.351,257.201,257.201,246.792,108.862,108.862
"917","19","2056","3","90","2",800,724.638,0,0,0,0
"918","19","2056","4","90","2",4e+06,3848150,0,0,0,0
"919","19","2056","3","50","2",0,0,7036900,7036900,7036900,7036900
"920","19","2056","3","90","2",11635000,10538959,491.191,328.403,314.526,314.526
"921","19","2056","4","50","2",0,0,11861000,11861000,11861000,11861000
"922","19","2056","4","90","2",18885000,18168082,560.326,41.613,41.613,41.613
"923","19","2056","3","90","2",2100000,1902175,2302175,2261801,1744117,1744117
"924","19","2056","4","90","2",20,19.24,19.24,12.96,0,0
"925","19","2056","3","90","2",125.2,113.41,3138410,3137246,2748850,2748850
"926","19","2056","3","91","2",25,25,0,0,0,0
"927","19","2056","4","90","2",970,933.18,933.18,917.404,294.161,294.161
"928","19","2056","3","90","2",1200119,1087065,1087065,466.096,466.096,466.096
"929","19","2056","4","90","2",2100000,2020279,2020279,0,0,0
"930","19","2056","3","50","2",550.833,550.833,1657498,1657498,0,0
"931","19","2056","3","90","2",465,421.196,1614531,1206289,1206289,1206289
"932","19","2056","4","50","2",0,0,13279510,13279510,0,0
"933","19","2056","4","90","2",1330000,1279510,0,0,0,0
"934","19","2056","3","90","2",250,226.449,526.449,524.188,372.163,372.163
"935","19","2056","4","90","2",150,144.305,144.305,108.395,2.918,2.918
"936","19","2056","3","90","2",2500000,2264494,0,0,0,0
"937","19","2056","4","90","2",2500000,2405094,0,0,0,0
"938","19","2056","3","90","2",100,90.579,90.579,0,0,0
"939","19","2056","3","90","2",2400000,2400000,2400000,2398335,108.966,108.966
"940","19","2056","4","90","2",16500000,15873622,14918872,12218898,155.375,155.375
"941","19","2106","3","90","1",21.204,21.204,21.204,0,0,0
"946","19","2106","3","90","2",0,106.269,106.269,92.988,92.988,92.988
"947","19","2106","3","90","2",270,241.918,241.918,0,0,0
"948","19","2106","3","90","2",12731288,11407099,11336299,9564729,7724073,7724073
"949","19","2106","3","90","2",32.512,32.512,32.512,0,0,0
"950","19","2106","3","91","2",0,0,70.8,63.965,26.831,26.831
"951","19","2106","4","90","2",2304119,2216649,2216649,986.988,43.833,43.833
"952","19","2106","3","90","1",96,96,94.1,74.931,74.931,74.931
"953","19","2106","3","90","1",0,0,1.9,0,0,0
"954","19","2106","3","90","1",4.8,4.8,27.393,23.002,23.002,23.002
"955","19","2106","3","90","1",33.6,33.6,43.36,41.154,41.154,41.154
"956","19","2106","3","90","1",300,300,464.542,426.206,426.206,426.206
"957","19","2056","4","90","2",7180000,7180000,3007204,3007204,2097760,2097760
"958","19","2056","3","90","2",2427154,2375913,30.001,11.646,11.646,11.646
"959","19","2056","4","50","2",0,0,1e+06,1e+06,1e+06,1e+06
"960","19","2056","4","90","2",0,0,1194000,1206854,77.741,77.741
"961","19","2056","3","90","2",100,97.888,17.296,2.296,2.296,2.296
"962","19","2056","3","90","2",2174080,2128180,1090260,1047693,223.496,223.496
"963","19","2056","4","50","2",0,0,21944675,21944676,0,0
"964","19","2056","4","90","2",32825920,32825920,1,0,0,0
"965","19","2056","3","90","2",11059903,10826403,11534955,11481771,7345154,7193365
"966","19","2056","4","90","2",1467967,1467967,589.083,587.421,3.285,3.285
"967","19","2056","3","90","2",500,489.443,110.599,110.767,110.767,110.767
"968","19","2056","4","90","2",500,500,95,97.207,0,0
"969","19","2056","3","90","2",1066500,1043983,528.236,527.13,431.113,427.146
"970","19","2056","4","90","2",714,714,105.08,1.529,0,0
"971","19","2056","3","90","2",11.7,11.452,5.519,5.211,3.952,3.952
"972","19","2056","4","90","2",362.5,362.5,6.25,6.007,6.007,6.007
"973","19","2056","3","90","2",1465612,1434674,0,0,0,0
"974","19","2056","4","90","2",2550760,2550760,0,0,0,0
"975","19","2056","3","90","2",2261800,2214048,0,0,0,0
"976","19","2056","4","90","2",86,86,0,0,0,0
"977","19","2056","3","90","2",2505300,2452407,991.878,977.619,672.629,672.629
"978","19","2056","4","90","2",1313000,1313000,145.791,75.521,34.848,34.848
"979","19","2056","3","90","2",1630000,1595586,400,233.795,162.28,162.146
"980","19","2056","4","90","2",7365400,7365400,2356314,2342400,11.145,11.145
"981","19","2056","3","50","2",0,0,476.505,476.505,476.505,476.505
"982","19","2056","3","90","2",1290000,1262765,587.385,564.385,199.615,190.87
"983","19","2056","4","90","2",774,774,0,0,0,0
"984","19","2056","3","90","2",1965000,1923514,1363173,1350767,1030141,1030141
"985","19","2056","4","90","2",1905500,1905500,595.91,455.586,455.586,455.586
"986","19","2056","3","90","2",1665300,1630141,719.231,690.348,579.561,579.561
"987","19","2056","4","90","2",1755800,1755800,446.736,138.933,66.15,66.15
"988","19","2056","3","90","2",100,97.888,0,0,0,0
"989","19","2056","3","50","2",11550000,11306152,1544590,1544590,1544590,1544590
"990","19","2056","3","90","2",7206000,7053864,2871517,2814939,2541887,2541887
"991","19","2056","4","50","2",20400000,20400000,7119793,7119793,7119793,7119793
"992","19","2056","4","90","2",30844000,30844000,64851302,57550434,26560034,21067685
"993","19","2056","3","90","2",4257900,4168005,2087557,2080768,1958313,1958313
"994","19","2056","4","90","2",829.6,829.6,122,0,0,0
"995","19","2056","3","90","2",1806700,1768562,704.572,703.178,581.553,581.553
"996","19","2056","3","91","2",63,63,5,5,0,0
"997","19","2056","4","90","2",1058600,1058600,1495446,1470580,54.585,54.585
"998","19","2056","3","50","2",383.3,375.209,0,0,0,0
"999","19","2056","3","90","2",611.4,598.491,116.828,116.828,116.828,116.828
"1000","19","2056","4","50","2",1770400,1770400,0,0,0,0
"1001","19","2056","4","90","2",73,73,0,0,0,0
"1002","19","2056","3","50","2",2073500,2029723,0,0,0,0
"1003","19","2056","3","90","2",10726000,10499549,3056440,3045783,2372867,2372867
"1004","19","2056","4","50","2",14563500,14563500,0,0,0,0
"1005","19","2056","4","90","2",31422000,31422000,16857958,12401444,8789805,8789805
"1006","19","2056","3","90","2",815.1,797.891,547.835,547.801,502.378,497.312
"1007","19","2056","4","90","2",457.7,457.7,62.099,14.099,8.449,8.449
"1008","19","2056","3","90","2",500,489.443,0,0,0,0
"1009","19","2056","3","90","2",100,97.888,0,0,0,0
"1010","19","2056","3","90","2",18159158,17775776,0,0,0,0
"1011","19","2056","4","90","2",18159159,18159159,0,0,0,0
"1012","19","2056","3","90","2",0,0,2e+06,0,0,0
"1013","19","2106","3","90","1",21.204,21.204,21.204,0,0,0
"1017","19","2106","3","90","2",100,97.889,97.889,60.011,60.011,60.011
"1018","19","2106","3","90","2",600,587.333,307.057,290.928,215.223,215.223
"1019","19","2106","3","90","2",9800000,9593099,9795042,9666879,8088918,8072227
"1020","19","2106","3","91","2",0,0,78.333,78.332,42.271,42.271
"1021","19","2106","4","90","2",9395026,9395026,8420338,5779782,59.575,59.575
"1022","19","2106","3","90","1",72.924,72.924,154.843,147.712,123.785,123.785
"1023","19","2106","3","90","1",0,0,16,15.903,15.903,15.903
"1024","19","2106","3","90","1",14.448,14.448,74.448,60.483,60.483,60.483
"1025","19","2106","3","90","1",44.736,44.736,64.736,59.665,59.665,59.665
"1026","19","2106","3","90","1",293.928,293.928,643.928,570.246,570.246,570.246
"1027","19","2056","4","90","2",4e+06,4e+06,3500000,3499934,175.268,158.302
"1028","19","2056","3","90","2",1174607,1046458,1010210,996.738,274.108,268.36
"1029","19","2056","4","50","2",0,0,5249642,5249642,5249642,5249642
"1030","19","2056","4","90","2",1025394,1025394,0,0,0,0
"1031","19","2056","3","90","2",1490404,1327801,1327801,1322656,512.613,512.613
"1032","19","2056","4","50","2",18174900,18174900,14702900,14702542,0,0
"1033","19","2056","3","90","2",10318660,9192895,17571143,17546884,9172237,8342069
"1034","19","2056","4","90","2",2084248,2084248,1939803,1936670,710.042,612.4
"1035","19","2056","3","90","2",200,178.18,178.18,175.803,152.676,147.176
"1036","19","2056","3","90","2",830,739.447,297.523,275.963,237.924,237.924
"1037","19","2056","4","90","2",242,242,241.93,241.93,0,0
"1038","19","2056","3","90","2",110,97.999,81.186,72.617,14.346,14.346
"1039","19","2056","4","90","2",115,115,54.216,54.215,14.496,14.496
"1040","19","2056","3","90","2",1500000,1336353,876.711,876.594,486.075,486.075
"1041","19","2056","4","90","2",800,800,1017475,1007363,475.63,475.63
"1042","19","2056","3","90","2",270.652,241.123,319.924,306.984,122.431,117.106
"1043","19","2056","4","90","2",1377803,1377803,690,690.519,14.405,14.405
"1044","19","2056","3","50","2",0,0,3222846,3222846,3222846,3222846
"1045","19","2056","3","90","2",3339897,2975514,6535368,6535367,6057233,5576347
"1046","19","2056","4","90","2",2003939,2003939,171.572,171.571,16.56,16.56
"1047","19","2056","3","90","2",1900000,1692710,1447037,1447036,1165074,1165074
"1048","19","2056","4","90","2",450,450,676.802,676.802,450,450
"1049","19","2056","3","90","2",1e+06,890.9,501.212,500.313,473.584,473.584
"1050","19","2056","4","90","2",1065000,1065000,1297126,1239335,442.814,442.814
"1051","19","2056","4","90","2",0,3e+06,0,0,0,0
"1052","19","2056","3","50","2",642.216,572.15,642.216,642.216,642.216,642.216
"1053","19","2056","3","90","2",10357784,9227751,7746297,7746238,2668787,2668787
"1054","19","2056","4","50","2",1971629,1971629,1971629,1971629,1971629,1971629
"1055","19","2056","4","90","2",29028371,29028371,16170272,16170271,5081534,4127767
"1056","19","2056","3","90","2",3058000,2724372,2104454,2103328,1843784,1843784
"1057","19","2056","4","90","2",690,690,46.967,46.966,0,0
"1058","19","2056","3","50","2",12,10.691,0,0,0,0
"1059","19","2056","3","90","2",948,844.576,839.595,838.576,469.198,469.198
"1060","19","2056","3","91","2",50,50,64.188,64.188,0,0
"1061","19","2056","4","90","2",760,760,1959794,1959793,562.876,562.876
"1062","19","2056","3","50","2",209,186.198,0,0,0,0
"1063","19","2056","3","90","2",111,98.889,110.283,110.282,110.282,110.282
"1064","19","2056","4","50","2",1400000,1400000,0,0,0,0
"1065","19","2056","4","90","2",0,0,679,679,0,0
"1066","19","2056","3","90","2",10950000,9755356,5237575,5237574,4967321,4967321
"1067","19","2056","3","91","2",0,0,792,792,792,792
"1068","19","2056","4","90","2",2.4e+07,2.4e+07,39929470,39928074,37578939,37578939
"1069","19","2056","3","90","2",800,712.72,574.458,574.457,499.923,499.923
"1070","19","2056","4","90","2",450,450,86.872,86.872,0,0
"1071","19","2056","3","90","2",400,356.36,0,0,0,0
"1072","19","2056","4","90","2",100,100,0,0,0,0
"1073","19","2056","3","90","2",7200000,6414481,4384481,4384481,0,0
"1074","19","2056","4","90","2",4800000,4800000,0,0,0,0
"1078","19","2106","3","90","1",55.051,55.051,56.051,54.57,54.57,50.124
"1079","19","2106","3","90","1",60.252,60.252,60.252,51.319,51.319,46.934
"1080","19","2106","3","90","1",614.448,614.448,605.448,520.621,520.621,477.569
"1081","19","2106","3","90","1",21.204,21.204,21.204,1.948,1.948,1.289
"1082","19","2106","3","90","2",150,133.635,133.635,33.959,33.959,30.869
"1083","19","2106","3","90","2",600,534.541,334.541,328.721,148.155,148.155
"1084","19","2106","3","80","2",0,0,9.489,9.49,9.49,9.49
"1085","19","2106","3","90","2",11120000,9906808,12280536,11985540,7819813,7812627
"1086","19","2106","3","91","2",100,100,41.783,41.783,25.356,25.356
"1087","19","2106","4","90","2",9330000,9330000,5905000,5894800,2640832,2640832
"1088","19","2106","3","90","1",121.668,121.668,129.668,129.474,127.526,122.049
"1089","19","2056","4","90","2",0,7e+06,0,0,0,0
"1090","19","2056","4","90","2",0,0,6146000,0,0,0
"1091","19","2056","4","90","6",0,300,300,0,0,0
"1092","19","2056","3","50","2",300,285,140,0,0,0
"1093","19","2056","3","90","2",300,285,60,0,0,0
"1094","19","2056","4","50","2",1418910,1347965,0,0,0,0
"1095","19","2056","4","90","2",450,427.5,0,0,0,0
"1096","19","2056","3","50","2",5e+06,4750000,4590000,3672000,0,0
"1097","19","2056","3","90","2",760,722,882,582.175,268.829,181.779
"1098","19","2056","4","50","2",13743000,13055850,14331315,1e+07,0,0
"1099","19","2056","3","50","2",0,0,85,0,0,0
"1100","19","2056","3","90","2",20922000,19875900,19608975,8134645,1855673,635.38
"1101","19","2056","4","50","2",0,0,72.5,0,0,0
"1102","19","2056","4","90","2",1078000,1024100,1449440,389.228,26.459,0
"1103","19","2056","3","90","2",150,142.5,344.425,278.314,80.946,80.946
"1104","19","2056","4","90","2",20,19,21.16,0,0,0
"1105","19","2056","3","90","2",982,932.9,932.9,522.211,248.99,247.454
"1106","19","2056","4","90","2",200,190,190,0,0,0
"1107","19","2056","3","90","2",124,117.8,117.8,71.431,29.195,29.195
"1108","19","2056","4","90","2",89,84.55,84.55,0,0,0
"1109","19","2056","3","90","2",1496000,1421200,1421200,864.054,312.181,312.181
"1110","19","2056","4","90","2",640,608.001,608.001,309.536,8.735,8.735
"1111","19","2056","3","90","2",1357080,1289226,1289226,164.437,44.945,43.189
"1112","19","2056","4","90","2",1172010,1113409,1113409,0,0,0
"1113","19","2056","3","50","2",1825000,1733750,2067620,333.871,333.871,333.871
"1114","19","2056","3","90","2",9350000,8882500,8248630,5910728,3743094,3717700
"1115","19","2056","4","90","2",1875000,1781250,1431250,12.539,0,0
"1116","19","2056","3","90","2",1528000,1451600,1451600,1185216,745.394,745.394
"1117","19","2056","4","90","2",615,584.25,740,157.311,0,0
"1118","19","2056","3","90","2",1095000,1040250,1040250,543.257,323.482,322.556
"1119","19","2056","4","90","2",861,817.95,662.2,0,0,0
"1120","19","2056","3","90","2",14050000,13621854,8021854,7037149,2841135,2654786
"1121","19","2056","4","90","2",6750000,6610584,12110584,10292134,1170067,1170067
"1122","19","2056","3","90","2",3414000,3309965,3309965,3069524,1694122,1693943
"1123","19","2056","3","90","2",1986000,1925482,2037835,1141767,506.611,505.079
"1124","19","2056","3","91","2",64,64,51.647,51.647,0,0
"1125","19","2056","4","90","2",1750000,1713858,1713858,24.144,6.75,6.75
"1126","19","2056","3","90","2",597,578.807,578.807,303.941,212.479,212.479
"1127","19","2056","4","90","2",1088000,1065528,1065528,0,0,0
"1128","19","2056","3","90","2",11236000,10893605,10873605,4306192,1932968,1932968
"1129","19","2056","4","90","2",28764000,28169904,28169904,25252574,0,0
"1130","19","2056","3","90","2",724,701.937,721.937,634.301,353.008,319.847
"1131","19","2056","4","90","2",439,429.932,429.932,253.687,16.132,16.132
"1132","19","2056","3","90","2",4384000,4164800,4164800,4164800,0,0
"1137","19","2106","3","90","1",58.812,58.812,58.812,57.78,42.163,42.163
"1138","19","2106","3","90","1",59.664,59.664,59.664,59.664,31.018,31.018
"1139","19","2106","3","90","1",542.856,542.856,542.856,523.244,345.962,345.962
"1140","19","2106","3","90","1",21.204,21.204,21.204,7.551,1.319,1.319
"1141","19","2106","3","90","2",163.5,155.325,155.325,38.1,8.572,8.572
"1142","19","2106","3","90","2",500,475,475,229.429,161.571,161.571
"1143","19","2106","3","80","2",0,0,2.962,2.962,2.962,2.962
"1144","19","2106","3","90","2",13837500,13145625,14103649,9003941,4896541,4895733
"1145","19","2106","3","91","2",400,400,89.014,89.014,40.413,40.413
"1146","19","2106","4","90","2",7715101,7329346,7679346,27.033,27.033,27.033
"1147","19","2106","3","90","1",147.708,147.708,147.708,143.084,90.631,90.631
